prevalence,pcurve_expectation,pcurve_hdi_low,pcurve_hdi_high,pcurve_map,binom_expectation,binom_hdi_low,binom_hdi_high,binom_map,sigma,seed
0.4,0.46501436527090817,0.16099290686724813,0.768264641726706,0.44921751756078165,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.01,173
0.4,0.4748095971608568,0.1410149575205587,0.8832606159020178,0.4146121379411985,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.02,173
0.4,0.43887701817191754,0.18098991377485843,0.724289040607392,0.42715967842249664,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.03,173
0.4,0.47248189185116624,0.1512792830078891,0.8076817384100172,0.4441630944747702,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.04,173
0.4,0.33936790540393624,0.1253748138374317,0.5751175475548435,0.30910471707011544,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.05,173
0.4,0.5166763062188691,0.23755006004687618,0.8113864267065077,0.5078867980948645,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.060000000000000005,173
0.4,0.49208292056593,0.224750714972271,0.7450048472791564,0.47997900813678074,0.5945940015098218,0.2803698316051594,0.9934386217711054,0.583603862151789,0.06999999999999999,173
0.4,0.2743947738144736,0.08320578539982956,0.5101054232227437,0.2274904431715452,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.08,173
0.4,0.4388253228309519,0.11164022563203199,0.8209295107369985,0.39405391948014995,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.09,173
0.4,0.40967691462102884,0.16654409772319728,0.6564791724165444,0.39264240914833454,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.09999999999999999,173
0.4,0.2070295388968185,0.044270222504832535,0.3994199657987849,0.16554960585290276,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.11,173
0.4,0.2830851499789032,0.05630198549983341,0.5219033747283167,0.24840153630191203,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.12,173
0.4,0.3222034410339391,0.07375150835610002,0.6169684415706309,0.2729925778368189,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.13,173
0.4,0.3021844125249675,0.02474000123770747,0.692815249847663,0.22244976109149905,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.14,173
0.4,0.27073547978213036,0.10515572264137696,0.4446936100442791,0.24662746799324475,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.15000000000000002,173
0.4,0.31430583836530634,0.12246239056866022,0.5043769152871147,0.2913316924169919,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.16,173
0.4,0.39315908360050256,0.1844335288987237,0.6068589686587739,0.38568691685069245,0.5672449158456161,0.24535706746012245,0.9946620445831712,0.5547452702428283,0.17,173
0.4,0.18489959410430562,0.043154448064016734,0.3557684231263766,0.14527294970747823,0.3774588208221488,0.0035210568778108148,0.9030380001100995,0.3252375513643061,0.18000000000000002,173
0.4,0.399504260952425,0.1420049248382911,0.6681917833248627,0.3714421272105412,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.19,173
0.4,0.2837274237952388,0.1011006145817011,0.47496504389772753,0.2573618637398088,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.2,173
