prevalence,pcurve_expectation,pcurve_hdi_low,pcurve_hdi_high,pcurve_map,binom_expectation,binom_hdi_low,binom_hdi_high,binom_map,sigma,seed
0.4,0.2938728194764915,0.036213932368183745,0.5866446254628966,0.2473974209015995,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.01,564
0.4,0.3919411712401576,0.1437827162402552,0.6546133713351635,0.3633150318569196,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.02,564
0.4,0.5725622112718,0.2547924280905357,0.9514576707973226,0.5643847468162013,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.03,564
0.4,0.4344245157668198,0.20695296934512364,0.6776246832515281,0.4137033472942666,0.5945940015098218,0.2803698316051594,0.9934386217711054,0.583603862151789,0.04,564
0.4,0.3385263101905087,0.027876582612375744,0.7522207949337492,0.27007378534872384,0.3774588208221488,0.0035210568778108148,0.9030380001100995,0.3252375513643061,0.05,564
0.4,0.5416302101687692,0.22638072499023573,0.8986226518039806,0.549676861580691,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.060000000000000005,564
0.4,0.47598697967996423,0.21831946985067843,0.7275788744968482,0.4726675211773258,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.06999999999999999,564
0.4,0.3400258010237137,0.10198622894538444,0.6057354506794386,0.30918751260919347,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.08,564
0.4,0.37791720384281785,0.043485536998854706,0.7168324931516702,0.34925507522978805,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.09,564
0.4,0.3864425120314759,0.11969583179834001,0.6772907855080271,0.35819407702338457,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.09999999999999999,564
0.4,0.29137058151362993,0.02557433635761712,0.6004950935374852,0.22703068559176548,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.11,564
0.4,0.40078438569661246,0.07956206891151209,0.7333417643787252,0.3781303836476683,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.12,564
0.4,0.22958265041833292,0.05447926671230131,0.4367707883166548,0.1970098595645954,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.13,564
0.4,0.2840529933240673,0.07368518291765999,0.5293584661620154,0.2542507906288868,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.14,564
0.4,0.3844206147294582,0.04971114288935986,0.7727757126655714,0.3319666405310934,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.15000000000000002,564
0.4,0.31156207387411133,0.0475115465081424,0.6229914247068592,0.25686129253064427,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.16,564
0.4,0.38973469252383364,0.18702279802939129,0.6070005826353035,0.37392626298768855,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.17,564
0.4,0.24169238504267013,0.05150393612095002,0.4652696045575623,0.1955575739897133,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.18000000000000002,564
0.4,0.49133814649202234,0.28465343548356886,0.7110345166309063,,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.19,564
0.4,0.3835050696108854,0.14836297474395332,0.623711971050075,0.35587902723354997,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.2,564
