prevalence,pcurve_expectation,pcurve_hdi_low,pcurve_hdi_high,pcurve_map,binom_expectation,binom_hdi_low,binom_hdi_high,binom_map,sigma,seed
0.4,0.5336840320534494,0.21097685189688153,0.8767910926647675,0.5126760271901195,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.01,886
0.4,0.4685539527402759,0.2063942708018583,0.7479556251067977,0.4600456816738757,0.5672449158456161,0.24535706746012245,0.9946620445831712,0.5547452702428283,0.02,886
0.4,0.5467942920171732,0.2474674389941573,0.8560163296659722,0.5535998090234805,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.03,886
0.4,0.45591650731150285,0.14087893497218998,0.7817856763492448,0.43301374668023584,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.04,886
0.4,0.6572920824959542,0.38496707162829547,0.9628557195408608,0.6760443551892346,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.05,886
0.4,0.5496866506716297,0.2898854524942257,0.821799408984606,0.5521439387894869,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.060000000000000005,886
0.4,0.4083842593462269,0.13978470646278493,0.6966135182373874,0.39223044946139396,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.06999999999999999,886
0.4,0.5280591779456462,0.2078081696103156,0.9909646904959158,0.5188611829395865,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.08,886
0.4,0.35059456087662694,0.01442673045652604,0.822110010943718,0.23969588412260892,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.09,886
0.4,0.44154774879931447,0.15764107813714687,0.7808571713651167,0.41353867533214983,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.09999999999999999,886
0.4,0.47605737919963614,0.23314677108475787,0.7393674601757423,0.469081982391255,0.5945940015098218,0.2803698316051594,0.9934386217711054,0.583603862151789,0.11,886
0.4,0.3033098201361434,0.05875471156996519,0.5579605119806449,0.27224379445221847,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.12,886
0.4,0.3876468745995832,0.12991359981000775,0.6697231528430783,0.3574982156402519,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.13,886
0.4,0.4457939565299437,0.08109191386608179,0.8869101115608499,0.4071674180822064,0.3774588208221488,0.0035210568778108148,0.9030380001100995,0.3252375513643061,0.14,886
0.4,0.4688661205763034,0.20637568325686526,0.762268700809061,0.4625351335130062,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.15000000000000002,886
0.4,0.30137214001241175,0.08977382582547422,0.5167509768287182,0.27490645390058926,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.16,886
0.4,0.2357064538348415,0.008281013185856553,0.5411534349372866,0.171428148563466,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.17,886
0.4,0.28189233664015567,0.06628545337751979,0.5354071542667382,0.24237097188389461,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.18000000000000002,886
0.4,0.3553372275103368,0.14874914593362892,0.5696085652532372,0.3418229659445907,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.19,886
0.4,0.25362646804034894,0.02403187342678269,0.5003582974987728,0.198905651320685,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.2,886
