prevalence,pcurve_expectation,pcurve_hdi_low,pcurve_hdi_high,pcurve_map,binom_expectation,binom_hdi_low,binom_hdi_high,binom_map,sigma,seed
0.4,0.3419652814806004,0.14894394346922074,0.5639499630349456,0.3224426292024441,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.01,770
0.4,0.32294470691045446,0.13459247301844401,0.5197820334124191,0.3064323137013611,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.02,770
0.4,0.30250932190075674,0.09633608920803996,0.5400485028861062,0.280412406984268,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.03,770
0.4,0.41111404488458037,0.20961504154533872,0.6441659995293572,0.4022437319225156,0.5672449158456161,0.24535706746012245,0.9946620445831712,0.5547452702428283,0.04,770
0.4,0.32867081771556605,0.1490567942260811,0.5101014385233986,0.3131969302885695,0.5672449158456161,0.24535706746012245,0.9946620445831712,0.5547452702428283,0.05,770
0.4,0.424844619430081,0.20350425666118316,0.6465782126487527,0.42393359363651967,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.060000000000000005,770
0.4,0.30102255185570337,0.10604535844647102,0.5189449719104283,0.2760810786623203,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.06999999999999999,770
0.4,0.30996693223366956,0.11702371636277299,0.5192107896567943,0.2908935678578765,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.08,770
0.4,0.32464890607062735,0.12390345076645023,0.5483058699107975,0.3114907283715958,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.09,770
0.4,0.29516978575554215,0.08332354483543197,0.5074322812403634,0.27413620895211516,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.09999999999999999,770
0.4,0.3723715421798515,0.13178938931004977,0.6281381097165757,0.36393095842010925,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.11,770
0.4,0.31708465599634217,0.0922206907357582,0.5595759537109144,0.29150561315291207,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.12,770
0.4,0.3678548736311043,0.17659744942697916,0.5718071732166048,0.35383519589049656,0.5672449158456161,0.24535706746012245,0.9946620445831712,0.5547452702428283,0.13,770
0.4,0.2100126629450558,0.019088079405924333,0.43428892983793443,0.16535063344330492,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.14,770
0.4,0.20247047068199236,0.03258071181831353,0.3800430934826422,0.1713914934478572,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.15000000000000002,770
0.4,0.30271911457051887,0.11650947695890687,0.49970334974174074,0.2881976819090348,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.16,770
0.4,0.3056932943209824,0.10392060571861225,0.5177203751721647,0.28572734691277296,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.17,770
0.4,0.29751323588292006,0.11721082520744425,0.4860985284987443,0.28164617405537173,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.18000000000000002,770
0.4,0.2331749071938278,0.018649186869163493,0.4892020203889605,0.18200640951595265,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.19,770
0.4,0.1881085912784594,0.006438791816256288,0.4152933828919758,0.1423845627460723,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.2,770
