prevalence,pcurve_expectation,pcurve_hdi_low,pcurve_hdi_high,pcurve_map,binom_expectation,binom_hdi_low,binom_hdi_high,binom_map,sigma,seed
0.4,0.2898800834685788,0.011183929471507783,0.6260022052670127,0.2279223506647908,0.4107091551128974,0.03528350159959929,0.9281607862542194,0.3732950182773561,0.01,805
0.4,0.319203274378469,0.12017621223977747,0.5351951841337329,0.29945102616897995,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.02,805
0.4,0.38662054568021703,0.1650865947569707,0.6234846724797735,0.3720388478765783,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.03,805
0.4,0.3389538761029681,0.12350507980673703,0.5905183774495515,0.31238904949635465,0.473953265353229,0.10323137450451493,0.9398642519730908,0.4564626928561947,0.04,805
0.4,0.49133814649202234,0.28465343548356886,0.7110345166309063,,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.05,805
0.4,0.470718099726742,0.2623126505089625,0.690452520703346,0.46291627773644295,0.6139023039104319,0.3112833339831809,0.9947820824717518,0.6095129910735431,0.060000000000000005,805
0.4,0.3708979583418259,0.1687261749886475,0.6009890710763587,0.3542054675631514,0.5945940015098218,0.2803698316051594,0.9934386217711054,0.583603862151789,0.06999999999999999,805
0.4,0.49133814649202234,0.28465343548356886,0.7110345166309063,,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.08,805
0.4,0.443781043839948,0.18049231706453073,0.7165298660549756,0.43964011542098663,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.09,805
0.4,0.3819865105035259,0.16331371835842814,0.5972164601392571,0.3678343132365824,0.5945940015098218,0.2803698316051594,0.9934386217711054,0.583603862151789,0.09999999999999999,805
0.4,0.3491498652284396,0.11492738473838314,0.619120051715532,0.32387972762105666,0.5672449158456161,0.24535706746012245,0.9946620445831712,0.5547452702428283,0.11,805
0.4,0.3250291364717304,0.05217052322087059,0.6254254327213072,0.28624172590738256,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.12,805
0.4,0.21041294449978118,0.023280379540619654,0.43174039185645147,0.16472779752424815,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.13,805
0.4,0.27537018818888925,7.032010190613936e-05,0.8476095078392742,0.07061599285678057,0.313929469285823,0.0003187197934226085,0.8589407590942637,0.19521991201323333,0.14,805
0.4,0.44943111979751593,0.21802242970652758,0.6753699074964352,0.4470285468641584,0.5672449158456161,0.24535706746012245,0.9946620445831712,0.5547452702428283,0.15000000000000002,805
0.4,0.22949567786825842,7.773471618366928e-05,0.6419481825189741,0.13330320310802624,0.3774588208221488,0.0035210568778108148,0.9030380001100995,0.3252375513643061,0.16,805
0.4,0.3198337548961927,0.11281764926757078,0.5276379770170768,0.2980240669395838,0.5443753354888007,0.21579898644704792,0.9982169697621086,0.5242218062801517,0.17,805
0.4,0.2786413861212995,0.01956102828338847,0.5666371089640699,0.2306043450165751,0.3774588208221488,0.0035210568778108148,0.9030380001100995,0.3252375513643061,0.18000000000000002,805
0.4,0.26508067130918234,0.0005148381104871187,0.6411295372378707,0.1872212643617284,0.4483799433938783,0.0656059458303956,0.9315337940583419,0.41598630013099697,0.19,805
0.4,0.3693389906257454,0.12156973266939827,0.6611542537997508,0.34356612621733357,0.5149091008257743,0.16955805845715238,0.9826524759250901,0.4916359336631365,0.2,805
