prevalence,pcurve_expectation,pcurve_hdi_low,pcurve_hdi_high,pcurve_map,binom_expectation,binom_hdi_low,binom_hdi_high,binom_map
0.5779,0.6945160254961557,0.47002755707836225,0.9317532766026273,0.7076623258745804,0.7250960757875451,0.4443198054297437,0.9992482291438843,0.7408252152687685
0.5779,0.5663078381443083,0.3581512954930933,0.7700544537514026,0.5704339791987686,0.7250960757875451,0.4443198054297437,0.9992482291438843,0.7408252152687685
0.5779,0.8414147464324746,0.670906688629529,0.9729874413007278,0.8803347458868502,0.8593649309188702,0.6730050295944878,0.9999737031025493,0.8989749874490359
0.5779,0.68011796205365,0.45379847628494685,0.8988710445902185,0.6942010484270148,0.755126953421546,0.4938134580206778,0.9999477342136813,0.7747577526951221
0.5779,0.7311913819571723,0.5421110387359716,0.9128057809389118,0.7533643440762473,0.8074663863419812,0.5811696480871004,0.9998390283732002,0.8394374678799187
0.5779,0.6417943586134439,0.4181226944586797,0.8511886610462516,0.654554600871904,0.7250960757875451,0.4443198054297437,0.9992482291438843,0.7408252152687685
0.5779,0.7936984531962072,0.6207221863709463,0.9548867643744302,0.8224022728592636,0.8593649309188702,0.6730050295944878,0.9999737031025493,0.8989749874490359
0.5779,0.4757046008958134,0.2758229760638221,0.6885259980108109,0.4709653787873953,0.6631106750420868,0.3602833962582534,0.997403427382757,0.6698415547209714
0.5779,0.548529178235488,0.3418324871262082,0.7652766932275162,0.5536968128119465,0.6917974280362301,0.4049565061894403,0.9996786328500168,0.7058751201883321
0.5779,0.5963446497270509,0.37968663682008524,0.8044892663683773,0.6071093640204306,0.7250960757875451,0.4443198054297437,0.9992482291438843,0.7408252152687685
0.5779,0.5132111672875933,0.2931870750972223,0.7340592284564371,0.5110665092017188,0.6917974280362301,0.4049565061894403,0.9996786328500168,0.7058751201883321
0.5779,0.3469347081909024,0.15735991697543789,0.5542429409082243,0.33015409728395095,0.5657425773252128,0.22584200969752252,0.9980251782791228,0.5547452702428283
0.5779,0.5686296246152935,0.345171720455338,0.7920231918400721,0.5719985686444529,0.6917974280362301,0.4049565061894403,0.9996786328500168,0.7058751201883321
